"n_obs" "methods" "times" "errors"
"180" 200 "method3" 9.09896373560766 0.01128049192237
"181" 300 "method1" 13.182375051718 0.00532771041433674
"182" 300 "method1" 6.85616144245491 0.0108335756288935
"183" 300 "method1" 7.64997976094158 0.0092074143979675
"184" 300 "method1" 7.60200096592791 0.00783723330426585
"185" 300 "method1" 8.41900129170637 0.0101244946181966
"186" 300 "method1" 11.3986516625255 0.00695994999094098
"187" 300 "method1" 12.3541888126791 0.00659622015802439
"188" 300 "method1" 8.78795395437313 0.0096991290515994
"189" 300 "method1" 9.35143933736138 0.00780693504738813
"190" 300 "method1" 11.7473372796412 0.00855740582122552
"191" 300 "method1" 9.83941059566165 0.0123740724378416
"192" 300 "method1" 10.254552337939 0.00806073998478414
"193" 300 "method1" 8.16646365678299 0.00649011289765726
"194" 300 "method1" 13.3125971475832 0.00719164680570783
"195" 300 "method1" 8.61119330369577 0.00989660422662872
"196" 300 "method1" 10.9506542898524 0.00930435100193842
"197" 300 "method1" 11.5752121911689 0.00837956942857861
"198" 300 "method1" 7.61980265740773 0.00880878471012325
"199" 300 "method1" 10.7422126501307 0.00468993349105986
"200" 300 "method1" 11.8328322835319 0.00787182963128111
"201" 300 "method1" 7.72341103547878 0.00677258193581166
"202" 300 "method1" 6.49206369231306 0.00869092973805691
"203" 300 "method1" 7.25110026218201 0.00869075335713482
"204" 300 "method1" 6.9696442116205 0.00868840919185115
"205" 300 "method1" 9.60116178083499 0.00731212060093983
"206" 300 "method1" 11.7762528205618 0.00628896464050077
"207" 300 "method1" 10.7037110737937 0.00928474634254783
"208" 300 "method1" 8.86415690142803 0.00711934355164962
"209" 300 "method1" 4.21165163200443 0.0109146224722552
"210" 300 "method1" 6.36829801305166 0.00682179602325286
"211" 300 "method2" 6.94465036744443 0.00698285478050054
"212" 300 "method2" 14.6884361018947 0.00887565725029112
"213" 300 "method2" 8.69644344763477 0.00761311060867678
"214" 300 "method2" 8.57420759626402 0.00848072164801044
"215" 300 "method2" 13.8315990991634 0.00708636535976222
"216" 300 "method2" 4.05840503845917 0.00888337099085158
"217" 300 "method2" 13.6681337837919 0.00768579619536887
"218" 300 "method2" 14.579184381807 0.0100945844406049
"219" 300 "method2" 11.8793256331481 0.00979548637970067
"220" 300 "method2" 11.5247582088791 0.00893506498699319
"221" 300 "method2" 10.1072582706604 0.00997101366574201
"222" 300 "method2" 11.3906982524811 0.0102411599908612
"223" 300 "method2" 12.1668248483343 0.00803558689014939
"224" 300 "method2" 8.17973872388569 0.00713074523326218
"225" 300 "method2" 5.60914807677395 0.00877853189124261
"226" 300 "method2" 12.7920166320994 0.00651573246324716
"227" 300 "method2" 10.5659387686194 0.00694791352403346
"228" 300 "method2" 13.7814207106053 0.00862979605508441
"229" 300 "method2" 13.3643603316697 0.00972411528806235
"230" 300 "method2" 12.5548251005168 0.00859723375681585
"231" 300 "method2" 10.6505077205505 0.00869517437773903
"232" 300 "method2" 10.4106016260905 0.00599072647604826
"233" 300 "method2" 9.03869647625612 0.00580794406886207
"234" 300 "method2" 10.0439986190025 0.00599146949938757
"235" 300 "method2" 12.8814917064004 0.00547785672513923
"236" 300 "method2" 8.12734211220762 0.0101962792776276
"237" 300 "method2" 7.61375779561848 0.010620817414436
"238" 300 "method2" 11.7891253410924 0.0103442932173269
"239" 300 "method2" 12.1881223323747 0.00945888752776497
"240" 300 "method2" 9.07122856412147 0.00819127752923495
"241" 300 "method3" 15.4303109092737 0.00995458372521049
"242" 300 "method3" 3.92854007663558 0.0107113414570632
"243" 300 "method3" 9.22672558223791 0.00854499063580918
"244" 300 "method3" 11.4442716138506 0.00954914898651659
"245" 300 "method3" 7.82009979016111 0.00760323549129427
"246" 300 "method3" 12.7635284987247 0.00887091813918922
"247" 300 "method3" 9.67934215912733 0.00825270429614222
"248" 300 "method3" 17.9650124541665 0.00926606393032374
"249" 300 "method3" 6.43143294973986 0.00788651576608941
"250" 300 "method3" 13.58662046431 0.00561165098627297
"251" 300 "method3" 7.64053420294611 0.00892979458127728
"252" 300 "method3" 3.31466132243225 0.0084032287525682
"253" 300 "method3" 11.345783119014 0.00717795876565971
"254" 300 "method3" 7.99432282741573 0.00991996329573704
"255" 300 "method3" 10.8734371324629 0.00684460397763668
"256" 300 "method3" 6.79527827292658 0.00871303450049648
"257" 300 "method3" 16.4392449203741 0.00872457135690925
"258" 300 "method3" 9.48818899379456 0.0102324218326707
"259" 300 "method3" 4.65186137317007 0.00746803590111756
"260" 300 "method3" 10.1754452074154 0.00737092427464299
"261" 300 "method3" 11.5091489035751 0.00830647174737836
"262" 300 "method3" 6.75737128050139 0.00779547178068352
"263" 300 "method3" 9.0891118805768 0.00875520640695576
"264" 300 "method3" 15.1317410305387 0.00947896640087515
"265" 300 "method3" 14.1069785450694 0.00880871936276953
"266" 300 "method3" 6.23242106477633 0.0091895557175079
"267" 300 "method3" 7.52334943907349 0.00965360433213758
"268" 300 "method3" 12.4482346289114 0.00815861930402125
"269" 300 "method3" 7.01068809601715 0.00904726459978568
"270" 300 "method3" 11.7486819531117 0.00761555607708254
"271" 1000 "method1" 7.59166861807325 0.00196961858647575
"272" 1000 "method1" 15.0250819514895 0.00233206327944691
"273" 1000 "method1" 10.9419613630413 0.00227615776149959
"274" 1000 "method1" 8.00511477838612 0.00233902685785024
"275" 1000 "method1" 9.91420842399025 0.00224132991149988
"276" 1000 "method1" 11.1592731905548 0.00282032992115126
"277" 1000 "method1" 11.3440495533665 0.00317425468623946
"278" 1000 "method1" 8.63438431003886 0.00271511428907424
"279" 1000 "method1" 6.3349490198266 0.0029523506206219
"280" 1000 "method1" 7.52574098826035 0.00292527860862229
"281" 1000 "method1" 5.84077955644261 0.00230773143935466
"282" 1000 "method1" 3.44601655381492 0.00230733186421227
"283" 1000 "method1" 9.24699212541734 0.00231545238954896
"284" 1000 "method1" 10.9757424631353 0.00269719761301975
"285" 1000 "method1" 8.53793162757084 0.00233242114457247
"286" 1000 "method1" 12.3862671707448 0.00295157428789429
"287" 1000 "method1" 11.1521888479261 0.00282098277212148
"288" 1000 "method1" 12.5532086991973 0.00272305698521448
"289" 1000 "method1" 7.70766630958913 0.00228655503799979
"290" 1000 "method1" 5.71118192775266 0.00227140702970469
"291" 1000 "method1" 9.60189022994365 0.00178230515266569
"292" 1000 "method1" 10.4646116663176 0.00175943668929689
"293" 1000 "method1" 10.1228971770476 0.0025008194369388
"294" 1000 "method1" 12.910021473489 0.00247603141387527
"295" 1000 "method1" 5.96976894683064 0.00227062141858845
"296" 1000 "method1" 8.32513211179801 0.00126085298646698
"297" 1000 "method1" 8.23768420076251 0.00250437864845642
"298" 1000 "method1" 9.17940057572539 0.00290096478586174
"299" 1000 "method1" 9.07390133137875 0.00170320849486336
"300" 1000 "method1" 6.92357564687013 0.00191219529927659
"301" 1000 "method2" 6.25800812552054 0.00223113710211816
"302" 1000 "method2" 9.59883283721867 0.00291349487323155
"303" 1000 "method2" 3.93666034610096 0.00241865114501648
"304" 1000 "method2" 10.7211844146438 0.00228817363965416
"305" 1000 "method2" 11.2811576363762 0.00221228620431837
"306" 1000 "method2" 4.67967648191681 0.00171223649600815
"307" 1000 "method2" 8.2097241394692 0.00265568983808758
"308" 1000 "method2" 10.0117656301473 0.00244467126841299
"309" 1000 "method2" 12.8060071584525 0.00301591122179344
"310" 1000 "method2" 9.06609126844892 0.00276164964979082
"311" 1000 "method2" 6.74303083925688 0.00277249913094991
"312" 1000 "method2" 5.86278372399425 0.00310779272723293
"313" 1000 "method2" 14.6175360144785 0.00281815671297179
"314" 1000 "method2" 7.80312220430003 0.002121098538538
"315" 1000 "method2" 6.81345527461453 0.00336653752203178
"316" 1000 "method2" 7.16971217385269 0.00262568789730986
"317" 1000 "method2" 11.9205714820331 0.00150109471603804
"318" 1000 "method2" 6.68610490948641 0.00260697913034629
"319" 1000 "method2" 8.43668868575766 0.00222932950118906
"320" 1000 "method2" 9.12851029614927 0.0023896395726589
"321" 1000 "method2" 11.4162808883024 0.00320729045814025
"322" 1000 "method2" 8.10838485741202 0.00275159880317109
"323" 1000 "method2" 10.5831156611633 0.00355084779297618
"324" 1000 "method2" 5.4893237200786 0.00193854241156364
"325" 1000 "method2" 10.9300496218974 0.00283344944103222
"326" 1000 "method2" 10.6297171128376 0.00235394285395947
"327" 1000 "method2" 16.8292787185478 0.00205311411419231
"328" 1000 "method2" 9.14811515649386 0.00225590991115896
"329" 1000 "method2" 8.60045313150192 0.00206955664444467
"330" 1000 "method2" 9.89231583738732 0.00250078238828737
"331" 1000 "method3" 10.3420236253697 0.00354483493542668
"332" 1000 "method3" 8.05770433844191 0.00234854348091708
"333" 1000 "method3" 10.6803094932332 0.00144202129226274
"334" 1000 "method3" 12.5616812185029 0.00239597422883884
"335" 1000 "method3" 10.2479593492307 0.00306133687661253
"336" 1000 "method3" 7.04540892277287 0.00273197967302378
"337" 1000 "method3" 9.04800499956396 0.00259809595187087
"338" 1000 "method3" 2.83805507487565 0.0030594066616845
"339" 1000 "method3" 9.36727037592869 0.00249799573425437
"340" 1000 "method3" 12.4004198115188 0.00139617724234304
"341" 1000 "method3" 11.2500546412226 0.00279901942906103
"342" 1000 "method3" 8.64600772322201 0.00310879825282548
"343" 1000 "method3" 12.1604166705188 0.00299510175792552
"344" 1000 "method3" 9.60406770681665 0.0022979607198781
"345" 1000 "method3" 8.39383164305922 0.00219553849940271
"346" 1000 "method3" 13.1704792946119 0.00324836943110536
"347" 1000 "method3" 2.94106273062565 0.00299621267547327
"348" 1000 "method3" 10.1312270597044 0.00319634861226257
"349" 1000 "method3" 13.547967403768 0.00278342205395284
"350" 1000 "method3" 8.67824761081384 0.00280485601538529
"351" 1000 "method3" 9.43459568560677 0.00269958286985267
"352" 1000 "method3" 10.9808070078306 0.0027124473153918
"353" 1000 "method3" 5.56812304333569 0.00226630313517986
"354" 1000 "method3" 9.0849294844434 0.00225310752857797
"355" 1000 "method3" 9.13109899071275 0.00173763563611131
"356" 1000 "method3" 9.37272858654335 0.00305040283726795
"357" 1000 "method3" 10.5777264669461 0.00214222346472733
"358" 1000 "method3" 13.7305177856245 0.00269997396141434
"359" 1000 "method3" 12.5659590950785 0.00237523642230331
"360" 1000 "method3" 10.5593253667677 0.00324638866355018
