"n_obs" "method" "times" "errors"
"266" 300 "method1" 10.9471965709942 0.00791451649596638
"267" 300 "method1" 15.3068672728662 0.00955108405741893
"268" 300 "method1" 13.0382289542352 0.00832236556712423
"269" 300 "method1" 11.5454414065336 0.00778406235421983
"270" 300 "method1" 11.9906051776173 0.00753817398501898
"271" 300 "method2" 9.0006532529033 0.00868417402096625
"272" 300 "method2" 7.12428869504752 0.00790495759726042
"273" 300 "method2" 8.43417068244782 0.0112089301082223
"274" 300 "method2" 7.5229402623764 0.00720514952696762
"275" 300 "method2" 7.42270394959676 0.00884474261236045
"276" 300 "method2" 8.96803713166563 0.00817131088563164
"277" 300 "method2" 5.82219513990517 0.00790039871866964
"278" 300 "method2" 13.8081514760795 0.00865850062205354
"279" 300 "method2" 11.7905929856518 0.00714055425563728
"280" 300 "method2" 3.80469670584777 0.0094558756251116
"281" 300 "method2" 6.20557499964908 0.0101721067150934
"282" 300 "method2" 6.39649221052405 0.00961382822029259
"283" 300 "method2" 14.7046357046872 0.00770575825814381
"284" 300 "method2" 14.1473468047683 0.00977488079869605
"285" 300 "method2" 14.7284547300057 0.0102589772315834
"286" 300 "method2" 10.7698661369604 0.00829881355565378
"287" 300 "method2" 9.23706572244733 0.0111009537195193
"288" 300 "method2" 18.2818034205286 0.00586604988677918
"289" 300 "method2" 9.27285624930275 0.0115144397257829
"290" 300 "method2" 11.4346325748315 0.00825866557369833
"291" 300 "method2" 13.6389023057463 0.00620492930581631
"292" 300 "method2" 14.7438982956048 0.00964392976047162
"293" 300 "method2" 5.90196773791455 0.00930693408669324
"294" 300 "method2" 6.35515981245643 0.00638293939476759
"295" 300 "method2" 12.6249995314191 0.00823365998507052
"296" 300 "method2" 11.5904763393713 0.00911378302885885
"297" 300 "method2" 7.57993686015022 0.00853113471426724
"298" 300 "method2" 8.90002253624383 0.00531043836394999
"299" 300 "method2" 10.7971662955289 0.00922035597853304
"300" 300 "method2" 9.75605887657202 0.00535649101422336
"301" 300 "method3" 15.0807348634815 0.00936994420715491
"302" 300 "method3" 5.49281289645891 0.0120458239220713
"303" 300 "method3" 7.94637800979955 0.00843003238775289
"304" 300 "method3" 11.5323784729666 0.00943961118703961
"305" 300 "method3" 8.40856709178613 0.0103520762939587
"306" 300 "method3" 11.3869110420797 0.00894821855239429
"307" 300 "method3" 7.18152935937292 0.0114895943777336
"308" 300 "method3" 9.9316715290224 0.00977397328897847
"309" 300 "method3" 7.09601079321495 0.0090679904947382
"310" 300 "method3" 12.8623405559876 0.00940615802880633
"311" 300 "method3" 10.5143169728096 0.0103918703679934
"312" 300 "method3" 9.47474346200548 0.00652076934401867
"313" 300 "method3" 6.87583872264552 0.0114511161694496
"314" 300 "method3" 16.5545972818482 0.00890323413890054
"315" 300 "method3" 8.43802767182315 0.00646547874198704
"316" 300 "method3" 9.47613188465277 0.00875525932091369
"317" 300 "method3" 9.37702736283972 0.00368216287766898
"318" 300 "method3" 9.21923822555127 0.0081565619702078
"319" 300 "method3" 14.503139171023 0.00876212964825362
"320" 300 "method3" 11.5878454467824 0.0105116722625628
"321" 300 "method3" 8.63178751377611 0.00787065037012496
"322" 300 "method3" 13.6684231710817 0.00800182102994795
"323" 300 "method3" 8.35360526742989 0.00976325532555653
"324" 300 "method3" 8.80489709731791 0.00902758492559573
"325" 300 "method3" 5.04520935101259 0.0113765746068226
"326" 300 "method3" 12.544229243318 0.00899891360696627
"327" 300 "method3" 10.4796727641007 0.00792257091972124
"328" 300 "method3" 8.54783866240864 0.00900701704538699
"329" 300 "method3" 11.6073817561498 0.00969732342681073
"330" 300 "method3" 11.8168378041879 0.00790115236363306
"331" 300 "method4" 6.00228817847227 0.00706164033830541
"332" 300 "method4" 10.634649843276 0.00915073326506494
"333" 300 "method4" 9.64057143392935 0.00837144674622991
"334" 300 "method4" 9.26467659821844 0.00763239852684852
"335" 300 "method4" 13.4761864474279 0.00931845876527558
"336" 300 "method4" 10.5304301590057 0.00898880909044764
"337" 300 "method4" 8.53047821101127 0.00862000194598287
"338" 300 "method4" 4.60030771485432 0.0105175378386319
"339" 300 "method4" 11.8261062943185 0.0079248445324629
"340" 300 "method4" 12.0474999051221 0.00987737051532196
"341" 300 "method4" 3.98819758312107 0.00857108187634755
"342" 300 "method4" 13.38782367586 0.00727544895878495
"343" 300 "method4" 12.3015034708691 0.00916481674321049
"344" 300 "method4" 7.95351065447423 0.00941276851156767
"345" 300 "method4" 10.4825090463184 0.0100008428910859
"346" 300 "method4" 8.37307669582118 0.00747096604533946
"347" 300 "method4" 15.243371277335 0.00970948096971633
"348" 300 "method4" 13.3133518667729 0.00791201517517362
"349" 300 "method4" 10.4914847990667 0.00497570312479319
"350" 300 "method4" 7.77890431932483 0.00891285656560685
"351" 300 "method4" 6.62450343437796 0.00847820673478772
"352" 300 "method4" 7.64895006709629 0.00640182829846806
"353" 300 "method4" 9.80213591648528 0.00706776493718831
"354" 300 "method4" 9.22982188861114 0.00827098539814424
"355" 300 "method4" 7.15651785059673 0.00783269384970237
"356" 300 "method4" 4.98673620263033 0.00608646706308907
"357" 300 "method4" 9.04396801144578 0.00658354902760562
"358" 300 "method4" 6.29594279459636 0.00792150834291332
"359" 300 "method4" 8.30777699222885 0.0115306871169356
"360" 300 "method4" 5.24032337218867 0.00932162201463604
"361" 1000 "method1" 8.00126187481906 0.00290689730907446
"362" 1000 "method1" 7.55485111467281 0.00232027208305621
"363" 1000 "method1" 8.78094553684628 0.00316765473537683
"364" 1000 "method1" 14.6915647492738 0.00253729407753505
"365" 1000 "method1" 8.77492392053527 0.00252842012572375
"366" 1000 "method1" 8.66095145487538 0.00284881215161238
"367" 1000 "method1" 14.4159848708846 0.00197306958523213
"368" 1000 "method1" 6.10196487509799 0.00275075479940343
"369" 1000 "method1" 9.58602371139236 0.00280684206827055
"370" 1000 "method1" 8.22667530919856 0.00192722762046214
"371" 1000 "method1" 8.37813042579824 0.00333226160433112
"372" 1000 "method1" 11.4809844858659 0.0025613350480141
"373" 1000 "method1" 7.64299195371777 0.00253944028406843
"374" 1000 "method1" 7.27874131331747 0.00172535320502588
"375" 1000 "method1" 5.61208648594096 0.00285734104720553
"376" 1000 "method1" 13.7523560020082 0.00266641093082496
"377" 1000 "method1" 7.79423165215469 0.00172196833270232
"378" 1000 "method1" 5.2045654081485 0.00138842122347589
"379" 1000 "method1" 8.88654122012106 0.00322858130873205
"380" 1000 "method1" 10.5286309507332 0.00212732077223711
"381" 1000 "method1" 9.73699514769418 0.0029597430168612
"382" 1000 "method1" 4.75888871965942 0.00244025191089436
"383" 1000 "method1" 8.37721980548131 0.00378850144163381
"384" 1000 "method1" 10.3212502550328 0.00405507367506703
"385" 1000 "method1" 11.5134525794113 0.00333256950499337
"386" 1000 "method1" 13.2935171674601 0.00257643180542766
"387" 1000 "method1" 13.7968761615592 0.00195747689135652
"388" 1000 "method1" 4.07687834424121 0.00253058400028826
"389" 1000 "method1" 10.7703848485992 0.00213475428282988
"390" 1000 "method1" 11.8469849709511 0.00298650194750518
"391" 1000 "method2" 11.4212714495908 0.00262367601297715
"392" 1000 "method2" 9.12465593203072 0.00160980619781865
"393" 1000 "method2" 12.7763915138226 0.00211089317010684
"394" 1000 "method2" 9.21466425425451 0.00151279523203602
"395" 1000 "method2" 8.57940251740519 0.00329541952994654
"396" 1000 "method2" 8.22625382663858 0.0025004676684506
"397" 1000 "method2" 10.2365054218092 0.00290802099474093
"398" 1000 "method2" 8.49125617709577 0.00212852433985147
"399" 1000 "method2" 7.46870363029907 0.00233654381408152
"400" 1000 "method2" 11.2918097372998 0.00191777846368005
"401" 1000 "method2" 14.4644362232582 0.00215350501639498
"402" 1000 "method2" 8.93376028959852 0.00163525318118831
"403" 1000 "method2" 4.83903567067688 0.00221230771881678
"404" 1000 "method2" 9.02379228715597 0.00294429923378991
"405" 1000 "method2" 8.48439155121916 0.00124714530234673
"406" 1000 "method2" 10.6299346385011 0.00191419307708958
"407" 1000 "method2" 8.51744921974529 0.00266075029277144
"408" 1000 "method2" 10.391079764641 0.00199764731199837
"409" 1000 "method2" 4.45990234457441 0.00241164792438673
"410" 1000 "method2" 11.1439171109451 0.00280605814056387
"411" 1000 "method2" 12.1218128145548 0.00296352008661699
"412" 1000 "method2" 7.09984406317396 0.0023211046145974
"413" 1000 "method2" 3.58166511953423 0.00207923986544562
"414" 1000 "method2" 10.9444918840589 0.00273224751998425
"415" 1000 "method2" 8.1303035350208 0.00273292961022035
"416" 1000 "method2" 9.15783274784354 0.00199903266447405
"417" 1000 "method2" 9.41561081259294 0.0032499726436919
"418" 1000 "method2" 11.6217117148319 0.00372477015491702
"419" 1000 "method2" 13.7347835053276 0.00253179288825109
"420" 1000 "method2" 11.9294354877526 0.00245550631516928
"421" 1000 "method3" 7.93445324299634 0.00244467513177382
"422" 1000 "method3" 9.07804188443814 0.00253204727506355
"423" 1000 "method3" 15.8700216890106 0.00185754905439719
"424" 1000 "method3" 10.7274748647993 0.00252361039929903
"425" 1000 "method3" 9.31383025505672 0.00244865826328096
"426" 1000 "method3" 8.21569156196827 0.00180032002443142
"427" 1000 "method3" 12.7271540852637 0.00338840653080342
"428" 1000 "method3" 4.98733286234743 0.00219669694620936
"429" 1000 "method3" 9.34849216192454 0.00303104351113461
"430" 1000 "method3" 2.51011557094474 0.00274800105196323
"431" 1000 "method3" 8.74864374628213 0.0025971495752371
"432" 1000 "method3" 12.5261569752883 0.00254386875179726
"433" 1000 "method3" 11.7278959452109 0.00225048215672367
"434" 1000 "method3" 11.1975015327221 0.00386061797400019
"435" 1000 "method3" 14.151301808971 0.00228734556666545
"436" 1000 "method3" 11.4020994655197 0.00213599814389965
"437" 1000 "method3" 14.2177496994228 0.00272419326135667
"438" 1000 "method3" 16.0540360179171 0.00281864479245489
"439" 1000 "method3" 11.4745658663981 0.00306522183598376
"440" 1000 "method3" 13.1855579614455 0.00196985588023501
"441" 1000 "method3" 14.9600026712228 0.00314231954450204
"442" 1000 "method3" 7.63769670299731 0.00125302439373578
"443" 1000 "method3" 12.3499337715205 0.00198289920871176
"444" 1000 "method3" 13.6380562455801 0.00295010578829013
"445" 1000 "method3" 9.23645840457321 0.00254015813222934
"446" 1000 "method3" 11.6215524647826 0.0026975467779962
"447" 1000 "method3" 13.3799821066961 0.00346371050001083
"448" 1000 "method3" 12.52204316295 0.0023017549096161
"449" 1000 "method3" 15.5005414961114 0.00277447732099903
"450" 1000 "method3" 8.9480513481364 0.00304823064935924
"451" 1000 "method4" 13.6491128221333 0.00274890118348569
"452" 1000 "method4" 11.776332959315 0.00226934585183625
"453" 1000 "method4" 11.321332210426 0.00216788114192576
"454" 1000 "method4" 12.6265654077389 0.00318000378472458
"455" 1000 "method4" 8.64083861884199 0.00205402590933313
"456" 1000 "method4" 8.60417806704315 0.00191343956170954
"457" 1000 "method4" 15.5299869414072 0.00339214098023492
"458" 1000 "method4" 11.8168152747199 0.00340166900742255
"459" 1000 "method4" 11.5304151993853 0.00206597749218359
"460" 1000 "method4" 13.2193565835109 0.00324984868652277
"461" 1000 "method4" 9.4966159065685 0.00285651989235746
"462" 1000 "method4" 7.58340153451524 0.00211835549781313
"463" 1000 "method4" 6.29858117851254 0.00282036174412065
"464" 1000 "method4" 8.87015887771254 0.00096227236933361
"465" 1000 "method4" 12.831877438017 0.00287493993408435
"466" 1000 "method4" 10.2316084979373 0.00213105329780687
"467" 1000 "method4" 11.8692149355896 0.00293353541497977
"468" 1000 "method4" 7.72951512491415 0.00196671841065442
"469" 1000 "method4" 6.41538246801916 0.00177589846099693
"470" 1000 "method4" 11.2681012069087 0.00314054027944051
"471" 1000 "method4" 11.9727811924555 0.00228660181558501
"472" 1000 "method4" 8.77491295200833 0.00216098725907649
"473" 1000 "method4" 9.56827603855902 0.00297277801138672
"474" 1000 "method4" 14.2824171592433 0.00154865897209802
"475" 1000 "method4" 11.7186878415491 0.00293855229933329
"476" 1000 "method4" 6.19441577014479 0.00258275968062541
"477" 1000 "method4" 12.5933122596365 0.00237962153382625
"478" 1000 "method4" 8.97598732263845 0.0023516445127993
"479" 1000 "method4" 5.10232168595423 0.00263210176858905
"480" 1000 "method4" 12.7806908440849 0.00248315472916675
